mSupply Row ID,Item code,Item name,PQSVaccineID,VaccineType,VaccineTypeName,Manufacturer,CommercialName,PharmaceuticalForm,Presentation,DosesCount,ShelfLife,VaccinePreservative,AdministrationRoute,VaccineStorageTemperature,PrequalificationStatus,VaccineVialMonitor,MultidoseVialPolicy,VaccinePrimaryVolume,VaccineSecondaryVolume,VaccineTertiaryVolume,DiluentBundled,DiluentPrimaryVolume,DiluentSecondaryVolume,DiluentTertiaryVolume,FreezeSensitive,DiluentStorageTemperature,AlAdjuvant,Nbre doses dans calendrier,Prix du flacon ($/flacon),UNICEF PS
130,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],5,Hepatitis B,HepB,Janssen Vaccines Corp.,Hepavax-Gene,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current: No Routine Production,30,28,0.037000,0.037000,0.128900,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.167
128,☆ HepB-V-1-S3,Hepatitis B - vial - 1 dose - [S3],68,Hepatitis B,HepB,LG Chem Ltd,Euvax B,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.014530,0.014530,0.068520,0,0.000000,0.000000,0.000000,,NA,,3,$0.38,0.38
137,☆ HepB-V-2-S3,Hepatitis B - vial - 2 doses - [S3],69,Hepatitis B,HepB,LG Chem Ltd,Euvax B,Liquid: ready to use,Vial,2,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.014400,0.014400,0.014400,0,0.000000,0.000000,0.000000,,NA,,3,$2.24,1.122
141,☆ HepB-V-6-S3,Hepatitis B - vial - 6 doses - [S3],70,Hepatitis B,HepB,LG Chem Ltd,Euvax B,Liquid: ready to use,Vial,6,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.027960,0.027960,0.027960,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.278
133,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],71,Hepatitis B,HepB,LG Chem Ltd,Euvax B,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.048800,0.048800,0.125600,0,0.000000,0.000000,0.000000,Yes,NA,Yes,3,$1.67,0.167
125,☆ HepB-U-1-S3,Hepatitis B - uniject - 1 dose - [S3],9,Hepatitis B,HepB,PT Bio Farma (Persero),Hepatitis B Vaccine Recombinant,Liquid: ready to use,Uniject,1,24,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.012000,0.012000,0.012000,0,0.000000,0.000000,0.000000,,NA,,3,$0.38,0.38
123,☆ HepB-A/V-1-S3,Hepatitis B - ampoule or vial - 1 dose - [S3],131,Hepatitis B,HepB,Serum Institute of India Pvt. Ltd.,Hepatitis B Vaccine (rDNA) (Adult),Liquid: ready to use,Ampoule or Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.014100,0.014100,0.065600,0,0.000000,0.000000,0.000000,,NA,,3,$0.38,0.38
134,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],130,Hepatitis B,HepB,Serum Institute of India Pvt. Ltd.,Hepatitis B Vaccine (rDNA) (Adult),Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.021200,0.021200,0.098400,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.167
135,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],132,Hepatitis B,HepB,Serum Institute of India Pvt. Ltd.,Hepatitis B Vaccine (rDNA) (Paediatric),Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,Yes,NA,No,3,$ -,0
124,☆ HepB-A/V-1-S3,Hepatitis B - ampoule or vial - 1 dose - [S3],133,Hepatitis B,HepB,Serum Institute of India Pvt. Ltd.,Hepatitis B Vaccine (rDNA) (Paedriatic),Liquid: ready to use,Ampoule or Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.014100,0.014100,0.065600,0,0.000000,0.000000,0.000000,,NA,,3,$0.64,0.638
129,☆ HepB-V-1-S3,Hepatitis B - vial - 1 dose - [S3],153,Hepatitis B,HepB,Shantha Biotechnics Private Limited (A Sanofi Company),Shanvac-B,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.016800,0.016800,0.068220,0,0.000000,0.000000,0.000000,,NA,,3,$0.64,0.638
138,☆ HepB-V-2-S3,Hepatitis B - vial - 2 doses - [S3],154,Hepatitis B,HepB,Shantha Biotechnics Private Limited (A Sanofi Company),Shanvac-B,Liquid: ready to use,Vial,2,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.016100,0.016100,0.068220,0,0.000000,0.000000,0.000000,,NA,,3,$2.24,1.122
142,☆ HepB-V-6-S3,Hepatitis B - vial - 6 doses - [S3],155,Hepatitis B,HepB,Shantha Biotechnics Private Limited (A Sanofi Company),Shanvac-B,Liquid: ready to use,Vial,6,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.022380,0.022380,0.109620,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.278
136,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],156,Hepatitis B,HepB,Shantha Biotechnics Private Limited (A Sanofi Company),Shanvac-B,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.043600,0.043600,0.149200,0,0.000000,0.000000,0.000000,,NA,,3,$ -,0
140,☆ HepB-V-20-S3,Hepatitis B - vial - 20 doses - [S3],157,Hepatitis B,HepB,Shantha Biotechnics Private Limited (A Sanofi Company),Shanvac-B,Liquid: ready to use,Vial,20,36,thiomersal,Intramuscular,2-8°C,Current,30,28,0.051400,0.051400,0.199000,0,0.000000,0.000000,0.000000,,NA,,3,$3.64,0.182
145,☆ HIB-LIQ-V-1-S3,Haemophilus influenzae b (liq) - vial - 1 dose - [S3],197,Haemophilus influenzae type b,Hib_liq,Centro de Ingenieria Genetica y Biotecnologia,Quimi-Hib,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.012400,0.012400,0.122400,0,0.000000,0.000000,0.000000,,NA,,3,$3.43,3.434
144,☆ HIB-LIQ-V-1-S3,Haemophilus influenzae b (liq) - vial - 1 dose - [S3],72,Haemophilus influenzae type b,Hib_liq,Merck Vaccines,Pedvax HIB,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,none,NA,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,3,$3.43,3.434
143,☆ HIB-LIQ-V-1-S3,Haemophilus influenzae b (liq) - vial - 1 dose - [S3],34,Haemophilus influenzae type b,Hib_liq,Novartis Vaccines and Diagnostics S.r.l.,Vaxem HIB,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.013390,0.013390,0.013400,0,0.000000,0.000000,0.000000,,NA,,3,$3.64,3.636
146,☆ Hib-lyo-2VSAE-10-S3,Haemophilus influenzae b (lyo) - two vial set (act + excip) - 10 doses - [S3],110,Haemophilus influenzae type b,Hib_lyo,Sanofi Pasteur SA,Act-HIB,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),10,36,none,Intramuscular or deep subcutaneous,2-8°C,Current: No Routine Production,none,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,3,$4.50,0.45
147,☆ Hib-lyo-V-1-S3,Haemophilus influenzae b (lyo) - vial - 1 dose - [S3],109,Haemophilus influenzae type b,Hib_lyo,Sanofi Pasteur SA,Act-HIB,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,36,none,Intramuscular or Subcutaneous,2-8°C,Current,none,NA,0.012660,0.012660,0.012660,0,0.000000,0.000000,0.000000,,NA,,3,$30.30,30.3
148,☆ Hib-lyo-V-1-S3,Haemophilus influenzae b (lyo) - vial - 1 dose - [S3],185,Haemophilus influenzae type b,Hib_lyo,Serum Institute of India Pvt. Ltd.,Hemophilus influenzae type b Conjugated Vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.021090,0.021090,0.098400,No,0.012500,0.012500,0.098400,,2-8°C,,3,$4.50,4.5
152,☆ HPV-V-1-S2,HPV - vial - 1 dose - [S2],179,Human Papillomavirus (Bivalent),HPV,GlaxoSmithKline Biologicals SA,Cervarix,Liquid: ready to use,Vial,1,48,none,Intramuscular,2-8°C,Current,30,NA,0.009680,0.009680,0.015230,0,0.000000,0.000000,0.000000,Yes,NA,,2,$6.00,6
155,☆ HPV-V-2-S2,HPV - vial - 2 doses - [S2],180,Human Papillomavirus (Bivalent),HPV,GlaxoSmithKline Biologicals SA,Cervarix,Liquid: ready to use,Vial (10 vials/box),2,48,none,Intramuscular,2-8°C,Current,30,0,0.011400,0.011400,0.015220,0,0.000000,0.000000,0.000000,Yes,NA,,2,$10.36,5.18
154,☆ HPV-V-2-S2,HPV - vial - 2 doses - [S2],180,Human Papillomavirus (Bivalent),HPV,GlaxoSmithKline Biologicals SA,Cervarix,Liquid: ready to use,Vial (100 vials/box),2,48,none,Intramuscular,2-8°C,Current,30,0,0.009680,0.009680,0.015220,0,0.000000,0.000000,0.000000,Yes,NA,,2,$10.36,5.18
151,☆ HPV-V-1-S2,HPV - vial - 1 dose - [S2],178,Human Papillomavirus (Quadrivalent),HPV,Merck Sharp & Dohme LLC,Gardasil,Liquid: ready to use,Vial (10 single dose vials),1,36,none,Intramuscular,2-8°C,Current,30,NA,0.015000,0.015000,0.021160,0,0.000000,0.000000,0.000000,Yes,NA,Yes,2,$4.50,4.5
150,☆ HPV-V-1-S2,HPV - vial - 1 dose - [S2],178,Human Papillomavirus (Ninevalent),HPV,Merck Sharp & Dohme LLC,Gardasil 9,Liquid: ready to use,Vial (PAHO: 10 single dose vials),1,36,none,Intramuscular,2-8°C,Current,30,NA,0.015110,0.015110,0.021160,0,0.000000,0.000000,0.000000,Yes,NA,Yes,2,$4.50,4.5
149,☆ HPV-V-1-S2,HPV - vial - 1 dose - [S2],178,Human Papillomavirus (Ninevalent),HPV,Merck Sharp & Dohme LLC,Gardasil 9,Liquid: ready to use,Vial (UNICEF: 10 single dose vials),1,36,none,Intramuscular,2-8°C,Current,30,NA,0.018400,0.018400,0.021160,0,0.000000,0.000000,0.000000,Yes,NA,Yes,2,$4.50,4.5
153,☆ HPV-V-1-S2,HPV - vial - 1 dose - [S2],371,Human Papillomavirus (Bivalent),HPV,Xiamen Innovax Biotech Co. Ltd.,Cecolin®,Liquid: ready to use,Vial (10 single-dose vials/box),1,36,none,Intramuscular,2-8°C,Current,14,NA,0.014290,0.014290,0.020350,0,0.000000,0.000000,0.000000,Yes,NA,,2,$4.50,4.5
160,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",192,"Influenza, seasonal",Influenza,GlaxoSmithKline Biologicals SA,FluLaval,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,7,28,0.073200,0.073200,0.073200,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
157,☆ INF-V-1-S1,"Influenza, seasonal - vial - 1 dose - [S1]",233,"Influenza, seasonal",Influenza,Green Cross Corporation,GC FLU inj,Liquid: ready to use,Vial,1,12,none,Intramuscular,2-8°C,Current,7,NA,0.013930,0.013930,0.290180,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
164,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",256,"Influenza, seasonal",Influenza,Green Cross Corporation,GC FLU Multi inj.,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,7,28,0.037600,0.037600,0.193500,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
158,☆ INF-V-1-S1,"Influenza, seasonal - vial - 1 dose - [S1]",292,"Influenza, seasonal",Influenza,"Hualan Biological Bacterin Co., Ltd","Influenza Vaccine (Split virion, inactivated)",Liquid: ready to use,Vial,1,12,none,Intramuscular,2-8°C,Current,7,NA,0.000000,0.000000,0.040040,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
163,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",238,"Influenza, seasonal",Influenza,Sanofi Pasteur SA,Vaxigrip,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular or Subcutaneous,2-8°C,Current,7,28,0.024000,0.024000,0.028500,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
159,☆ INF-V-1-S2,"Influenza, seasonal - vial - 1 dose - [S2]",201,"Influenza, seasonal",Influenza,Sanofi Pasteur-USA,Fluzone,Liquid: ready to use,Vial,1,18,none,Intramuscular,2-8°C,Current,none,NA,0.018360,0.018360,0.022390,0,0.000000,0.000000,0.000000,,NA,,2,#N/A,#N/A
162,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",202,"Influenza, seasonal",Influenza,Sanofi Pasteur-USA,Fluzone,Liquid: ready to use,Vial,10,18,thiomersal,Intramuscular,2-8°C,Current,none,28,0.058000,0.058000,0.086200,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
165,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",316,"Influenza, seasonal",Influenza,Seqirus Vaccines Limited,AGRIFLU,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,2,28,0.529200,0.529200,0.058400,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
161,☆ INF-V-10-S1,"Influenza, seasonal - vial - 10 doses - [S1]",199,"Influenza, seasonal",Influenza,Seqirus Vaccines Limited,Fluvirin,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,none,28,0.533000,0.533000,0.059900,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
156,☆ INF-V+A-1-S1,"Influenza, seasonal - vial + ampoule - 1 dose - [S1]",284,"Influenza, seasonal",Influenza,Serum Institute of India Pvt. Ltd.,"Nasovac-S Influenza Vaccine, Live, Attenuated (Human)",Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,1,0,none,Intranasal,2-8°C,Current,2,NA,0.017580,0.017580,0.098400,No,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
167,☆ INF-Q-V-1-S1,"Influenza, seasonal Quadrivalent - vial - 1 dose - [S1]",307,"Influenza, seasonal Quadrivalent",Influenza (Quadrivalent),Green Cross Corporation,GCFLU Quadrivalent inj.,Liquid: ready to use,Vial,1,12,none,Intramuscular,2-8°C,Current,7,NA,0.013900,0.013900,0.076780,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
169,☆ INF-Q-V-10-S1,"Influenza, seasonal Quadrivalent - vial - 10 doses - [S1]",331,"Influenza, seasonal Quadrivalent",Influenza (Quadrivalent),Green Cross Corporation,GCFLU Quadrivalent Multi inj.,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,7,0,0.037600,0.037600,0.767800,0,0.000000,0.000000,0.000000,,NA,,1,$2.80,0.28
166,☆ INF-Q-V-1-S1,"Influenza, seasonal Quadrivalent - vial - 1 dose - [S1]",295,"Influenza, seasonal Quadrivalent",Influenza (Quadrivalent),Sanofi Pasteur-USA,Fluzone Quadrivalent,Liquid: ready to use,Vial,1,18,none,Intramuscular,2-8°C,Current,2,NA,0.018400,0.018400,0.019460,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
168,☆ INF-Q-V-10-S1,"Influenza, seasonal Quadrivalent - vial - 10 doses - [S1]",296,"Influenza, seasonal Quadrivalent",Influenza (Quadrivalent),Sanofi Pasteur-USA,Fluzone Quadrivalent,Liquid: ready to use,Vial,10,18,thiomersal,Intramuscular,2-8°C,Current,2,28,0.054000,0.054000,0.072200,0,0.000000,0.000000,0.000000,,NA,,1,$2.80,0.28
172,☆ IPV-V-1-S3,Polio Vaccine - Inactivated (IPV) - vial - 1 dose - [S3],231,Polio Vaccine - Inactivated (IPV),IPV,AJ Vaccines A/S,IPV Vaccine SSI,Liquid: ready to use,Vial,1,36,none,Intramuscular or Subcutaneous,2-8°C,Current,7,NA,0.012940,0.012940,0.101400,0,0.000000,0.000000,0.000000,,NA,,3,$2.80,2.8
181,☆ IPV-V-5-S3,Polio Vaccine - Inactivated (IPV) - vial - 5 doses - [S3],232,Polio Vaccine - Inactivated (IPV),IPV,AJ Vaccines A/S,Picovax,Liquid: ready to use,Vial,5,24,2-phenoxyethanol,Intramuscular,2-8°C,Current,7,28,0.034100,0.034100,0.134800,0,0.000000,0.000000,0.000000,,NA,,3,$9.75,1.95
171,☆ IPV-V-1-S3,Polio Vaccine - Inactivated (IPV) - vial - 1 dose - [S3],230,Polio Vaccine - Inactivated (IPV),IPV,Bilthoven Biologicals,Poliomyelitis vaccine,Liquid: ready to use,Vial,1,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,NA,0.015700,0.015700,0.130560,0,0.000000,0.000000,0.000000,No,NA,No,3,$2.80,2.8
179,☆ IPV-V-5-S3,Polio Vaccine - Inactivated (IPV) - vial - 5 doses - [S3],283,Polio Vaccine - Inactivated (IPV),IPV,Bilthoven Biologicals,"Poliomyelitis vaccine multidose, suspension for injection 2.5 mL",Liquid: ready to use,Vial,5,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,28,0.020000,0.020000,0.044850,0,0.000000,0.000000,0.000000,,NA,,3,$9.75,1.95
170,☆ IPV-V-1-S3,Polio Vaccine - Inactivated (IPV) - vial - 1 dose - [S3],219,Polio Vaccine - Inactivated (IPV),IPV,GlaxoSmithKline Biologicals SA,Poliorix,Liquid: ready to use,Vial,1,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,14,NA,0.009680,0.009680,0.015420,0,0.000000,0.000000,0.000000,,NA,,3,$2.80,2.8
177,☆ IPV-V-2-S3,Polio Vaccine - Inactivated (IPV) - vial - 2 doses - [S3],220,Polio Vaccine - Inactivated (IPV),IPV,GlaxoSmithKline Biologicals SA,Poliorix,Liquid: ready to use,Vial,2,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,14,0,0.009680,0.009680,0.015420,0,0.000000,0.000000,0.000000,,NA,,3,$9.50,4.75
174,☆ IPV-V-1-S3,Polio Vaccine - Inactivated (IPV) - vial - 1 dose - [S3],363,Polio Vaccine - Inactivated (IPV),IPV,LG Chem Ltd,Eupolio Inj.,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,7,NA,0.013570,0.013570,0.078880,0,0.000000,0.000000,0.000000,,NA,,3,$2.80,2.8
182,☆ IPV-V-5-S3,Polio Vaccine - Inactivated (IPV) - vial - 5 doses - [S3],369,Polio Vaccine - Inactivated (IPV),IPV,LG Chem Ltd,Eupolio Inj.,Liquid: ready to use,Vial,5,36,2-phenoxyethanol,Intramuscular,2-8°C,Current,7,28,0.014850,0.014850,0.083900,0,0.000000,0.000000,0.000000,,NA,,3,$9.75,1.95
183,☆ IPV-V-5-S3,Polio Vaccine - Inactivated (IPV) - vial - 5 doses - [S3],,Polio Vaccine - Inactivated (IPV),IPV,Sanofi Healthcare India Private Limited,ShanIPV™,Liquid: ready to use,Vial,5,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,11,28,0.030400,0.030400,0.208900,0,0.000000,0.000000,0.000000,,NA,,3,$9.75,1.95
176,☆ IPV-V-10-S3,Polio Vaccine - Inactivated (IPV) - vial - 10 doses - [S3],,Polio Vaccine - Inactivated (IPV),IPV,Sanofi Healthcare India Private Limited,ShanIPV™,Liquid: ready to use,Vial,10,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,11,28,0.030400,0.030400,0.208900,0,0.000000,0.000000,0.000000,,NA,,3,,0
175,☆ IPV-V-10-S3,Polio Vaccine - Inactivated (IPV) - vial - 10 doses - [S3],98,Polio Vaccine - Inactivated (IPV),IPV,Sanofi Pasteur SA,IMOVAX POLIO,Liquid: ready to use,Vial,10,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,28,0.024600,0.024600,0.024600,0,0.000000,0.000000,0.000000,,NA,,3,$22.40,2.24
173,☆ IPV-V-1-S3,Polio Vaccine - Inactivated (IPV) - vial - 1 dose - [S3],325,Polio Vaccine - Inactivated (IPV),IPV,Serum Institute of India Pvt. Ltd.,Poliomyelitis Vaccine (Inactivated),Liquid: ready to use,Vial,1,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,NA,0.017580,0.017580,0.086400,0,0.000000,0.000000,0.000000,,NA,,3,$2.80,2.8
178,☆ IPV-V-2-S3,Polio Vaccine - Inactivated (IPV) - vial - 2 doses - [S3],324,Polio Vaccine - Inactivated (IPV),IPV,Serum Institute of India Pvt. Ltd.,Poliomyelitis Vaccine (Inactivated),Liquid: ready to use,Vial,2,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,28,0.017580,0.017580,0.086400,0,0.000000,0.000000,0.000000,,NA,,3,$9.50,4.75
180,☆ IPV-V-5-S3,Polio Vaccine - Inactivated (IPV) - vial - 5 doses - [S3],289,Polio Vaccine - Inactivated (IPV),IPV,Serum Institute of India Pvt. Ltd.,Poliomyelitis Vaccine (Inactivated),Liquid: ready to use,Vial,5,36,2-phenoxyethanol,Intramuscular or Subcutaneous,2-8°C,Current,7,28,0.017600,0.017600,0.086400,0,0.000000,0.000000,0.000000,,NA,,3,$9.75,1.95
184,☆ JE-LIQ-V-1-S3,JE_liq Vaccine (Inactivated) - vial - 1 dose - [S3],263,Japanese Encephalitis Vaccine (Inactivated),JE_liq,Biological E. Limited,JEEV Pediatric,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,14,NA,0.014700,0.014700,0.093080,0,0.000000,0.000000,0.000000,Yes,NA,,3,$1.80,1.8
185,☆ JE-LIQ-V-5-S3,JE_liq Vaccine (Inactivated) - vial - 5 doses - [S3],321,Japanese Encephalitis Vaccine (Inactivated),JE_liq,Biological E. Limited,JEEV Pediatric,Liquid: ready to use,Vial,5,24,none,Intramuscular,2-8°C,Current,14,28,0.014500,0.014500,0.097900,0,0.000000,0.000000,0.000000,Yes,NA,,3,$6.50,1.3
186,☆ JE-LYO-2VSAE-1-S3,"JE_lyo Vaccine (live, attenu) - two vial set (active + excipient) - 1 dose - [S3]",271,"Japanese Encephalitis Vaccine (live, attenuated)",JE_lyo,"Chengdu Institute of Biological Products Co.,Ltd",Japanese Encephalitis Vaccine Live (SA14-14-2),Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.021200,0.021200,0.197100,No,0.000000,0.000000,0.000000,,NA,,3,$1.34,1.34
188,☆ JE-LYO-2VSAE-5-S3,"JE_lyo Vaccine (live, attenu) - two vial set (active + excipient) - 5 doses - [S3]",272,"Japanese Encephalitis Vaccine (live, attenuated)",JE_lyo,"Chengdu Institute of Biological Products Co.,Ltd",Japanese Encephalitis Vaccine Live (SA14-14-2),Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),5,24,none,Subcutaneous,2-8°C,Current,14,0,0.021000,0.021000,0.197100,No,0.000000,0.000000,0.000000,,NA,,3,$2.20,0.44
187,☆ JE-LYO-2VSAE-4-S3,"JE_lyo Vaccine (live, attenu) - two vial set (active + excipient) - 4 doses - [S3]",276,"Japanese Encephalitis Vaccine (live, attenuated)",JE_lyo,"GPO-MBP Co., Ltd.",IMOJEV MD,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),4,36,none,Subcutaneous,2-8°C,Current,14,0,0.010000,0.010000,0.050280,No,0.000000,0.000000,0.000000,,2-8°C,,3,$4.30,1.075
190,☆ MEA-V-10-S2,Measles - vial - 10 doses - [S2],17,Measles,Measles,PT Bio Farma (Persero),Measles vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,36,none,Subcutaneous,2-8°C,Current,14,0,0.013000,0.013000,0.013000,No,0.000000,0.000000,0.000000,,NA,,2,$3.60,0.36
194,☆ MEA-V-20-S2,Measles - vial - 20 doses - [S2],252,Measles,Measles,PT Bio Farma (Persero),Measles vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,20,36,none,Subcutaneous,2-8°C,Current,14,0,0.033000,0.033000,0.033000,No,0.000000,0.000000,0.000000,,NA,,2,#N/A,#N/A
191,☆ MEA-V-10-S2,Measles - vial - 10 doses - [S2],106,Measles,Measles,Sanofi Pasteur SA,ROUVAX,Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,36,none,Intramuscular or Subcutaneous,2-8°C,Current,14,0,0.023100,0.023100,0.023100,No,0.000000,0.000000,0.000000,,NA,,2,$3.60,0.36
189,☆ MEA-V-1-S2,Measles - vial - 1 dose - [S2],145,Measles,Measles,Serum Institute of India Pvt. Ltd.,"Measles Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,1,24,none,Subcutaneous,2-8°C,Current,14,NA,0.021090,0.021090,0.098400,No,0.012500,0.012500,0.000000,,2-8°C,,2,$3.24,3.243
193,☆ MEA-V-2-S2,Measles - vial - 2 doses - [S2],146,Measles,Measles,Serum Institute of India Pvt. Ltd.,"Measles Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,2,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.012600,0.012600,0.000000,,2-8°C,,2,$2.65,1.325
195,☆ MEA-V-5-S2,Measles - vial - 5 doses - [S2],147,Measles,Measles,Serum Institute of India Pvt. Ltd.,"Measles Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,5,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.027500,0.027500,0.000000,,2-8°C,,2,$2.40,0.48
192,☆ MEA-V-10-S2,Measles - vial - 10 doses - [S2],148,Measles,Measles,Serum Institute of India Pvt. Ltd.,"Measles Vaccine, Live, Attenuated",Lyophilised active component to be reconstituted with excipient diluent before use,Vial,10,24,none,Subcutaneous,2-8°C,Current,14,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.000000,,2-8°C,,2,$3.60,0.36
197,☆ MA-V+A-10-S1,Men-A Conjugate - vial + ampoule - 10 doses - [S1],196,Meningococcal A Conjugate,Men-A,Serum Institute of India Pvt. Ltd.,MenAfriVac A Conjugate Vaccine,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,10,36,thiomersal,Intramuscular,2-8°C,Current,30,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.000000,,2-8°C,,1,$8.50,0.85
196,☆ MAP-V+A-10-S2,Men-A Conjugate (paediatric) - vial + ampoule - 10 doses - [S2],286,Meningococcal A Conjugate (paediatric),Men-A (paediatric),Serum Institute of India Pvt. Ltd.,MenAfriVac 5 micrograms,Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,10,36,thiomersal,Intramuscular,2-8°C,Current,30,0,0.021100,0.021100,0.098400,No,0.031000,0.031000,0.145000,,2-8°C,,2,$6.50,0.65
198,☆ MA+C-2VSAE-10-S?,Men-A+C - two vial set (active + excipient) - 10 doses - [S?],113,Meningococcal A+C,Men-A+C,Sanofi Pasteur SA,POLYSACCHARIDE MENINGOCOCCAL A+C VACCINE,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + excipient),10,36,none,Intramuscular,2-8°C,Current,30,0,0.023100,0.023100,0.023100,No,0.023000,0.023000,0.000000,,2-8°C,,?,#N/A,#N/A
